id,price,speed,hd,ram,screen,cores,cd,laptop,trend
1299,642,21,16,14,13,8,no,yes,2
1300,2819,19,24,6,19,14,no,no,2
1301,2903,24,20,6,19,28,no,no,4
1302,2905,18,20,14,23,20,no,no,4
1303,969,16,8,2,11,6,no,yes,2
1304,2954,24,24,14,23,18,no,no,5
1305,2871,22,24,10,19,28,no,no,5
1306,2171,15,24,14,21,14,no,no,1
1307,592,18,16,2,12,4,yes,no,2
1308,2011,18,28,10,17,18,no,no,4
1309,4278,36,1,16,19,26,no,no,5
1310,3484,33,1,36,19,22,yes,no,4
1311,3632,34,3,32,19,20,yes,no,5
1312,3820,37,7,56,19,24,yes,no,4
1313,2102,20,24,14,19,20,no,no,5
1314,2832,20,24,10,23,30,yes,no,4
1315,3740,33,3,48,15,16,yes,no,1
1316,3064,38,1,36,21,24,yes,no,5
1317,535,21,16,6,13,8,no,yes,2
1318,1467,24,8,2,23,6,no,no,2
1319,3744,36,3,52,17,22,yes,no,4
1320,1702,20,20,2,19,4,no,no,2
1321,2184,21,12,14,17,24,yes,no,5
1322,2869,19,16,10,17,12,no,no,2
1323,2619,16,20,10,23,30,no,no,4
1324,1598,20,20,14,21,6,no,no,1
1325,2714,21,16,10,21,16,no,no,1
1326,1175,24,24,2,11,4,no,yes,1
1327,783,15,24,6,11,4,no,yes,2
1328,4173,30,3,16,17,24,no,no,4
1329,617,21,12,10,13,8,no,yes,2
1330,3207,39,1,44,23,24,no,no,5
1331,2055,20,12,10,17,30,no,no,5
1332,2652,22,20,2,23,26,yes,no,5
1333,3543,38,1,60,21,24,no,no,5
1334,2179,22,16,14,15,26,no,no,5
1335,1064,22,8,10,13,10,yes,no,2
1336,1993,21,24,6,19,10,no,no,1
1337,3248,30,3,16,23,20,yes,no,4
1338,3051,34,7,32,19,30,no,no,5
1339,3039,36,7,24,23,12,no,no,1
1340,751,23,28,10,12,6,no,yes,2
1341,586,15,8,14,11,8,no,yes,1
1342,677,22,16,14,12,6,no,yes,1
1343,1744,19,16,10,21,4,yes,no,1
1344,1588,21,20,6,21,4,yes,no,2
1345,3944,32,5,40,15,24,yes,no,4
1346,1362,18,20,6,21,10,no,no,1
1347,1478,19,16,10,21,4,no,no,2
1348,3283,34,3,48,19,16,no,no,2
1349,1799,18,16,6,21,4,no,no,2
1350,701,21,28,6,12,10,no,yes,1
1351,4045,35,5,48,19,18,no,no,4
1352,1677,15,28,2,23,6,no,no,1
1353,2805,18,16,10,17,26,no,no,4
1354,715,22,24,6,11,10,no,yes,1
1355,2387,20,24,6,19,18,no,no,5
1356,1616,19,12,14,17,8,yes,no,1
1357,3970,33,7,16,23,26,no,no,5
1358,2541,17,12,10,19,30,no,no,5
1359,2898,21,28,6,19,14,no,no,2
1360,568,23,20,14,11,6,yes,no,2
1361,651,17,16,10,11,10,no,yes,1
1362,566,19,8,10,12,10,no,yes,1
1363,3675,39,5,60,23,20,no,no,4
1364,2211,18,28,2,21,20,no,no,5
1365,3647,35,1,16,21,16,no,no,2
1366,2835,19,8,2,17,26,no,no,5
1367,3277,33,7,28,23,24,no,no,5
1368,2400,21,28,2,21,28,yes,no,4
1369,820,17,8,2,12,8,yes,no,1
1370,3311,39,3,52,17,12,no,no,2
1371,3658,34,5,16,21,16,no,no,1
1372,3372,32,1,16,17,24,yes,no,5
1373,2530,21,28,2,21,30,no,no,5
1374,1330,22,16,10,19,6,no,no,1
1375,4274,37,7,44,23,12,no,no,1
1376,1066,22,28,10,13,6,no,yes,1
1377,2349,22,16,6,23,22,no,no,5
1378,1542,19,12,2,17,8,no,no,1
1379,2068,19,12,6,19,16,yes,no,2
1380,916,24,28,10,11,8,yes,no,1
1381,2065,22,8,2,17,14,no,no,2
1382,3045,37,7,60,17,12,no,no,2
1383,1004,18,24,10,12,10,yes,no,1
1384,3373,36,3,32,15,22,no,no,4
1385,4270,31,5,16,19,16,no,no,1
1386,2252,21,20,10,19,22,yes,no,5
1387,3827,30,1,36,17,22,no,no,5
1388,3053,31,3,36,17,30,no,no,5
1389,3795,36,3,40,15,12,no,no,2
1390,700,21,16,6,11,4,yes,no,2
1391,3421,34,7,44,19,24,no,no,5
1392,584,18,12,14,13,4,yes,no,2
1393,2942,16,28,10,19,22,no,no,4
1394,2502,22,20,10,21,22,no,no,4
1395,743,23,8,2,11,4,no,yes,2
1396,3515,37,1,20,23,26,no,no,5
1397,2033,17,16,2,23,20,no,no,5
1398,2938,22,20,6,19,18,no,no,5
1399,1417,18,8,6,15,4,no,no,1
1400,2374,16,16,14,17,18,no,no,5
1401,2336,19,20,2,19,18,yes,no,4
1402,2504,20,24,14,15,30,yes,no,4
1403,4067,32,3,44,17,22,no,no,5
1404,4069,35,7,44,21,12,no,no,2
1405,872,18,24,14,12,4,yes,no,2
1406,1579,21,28,6,21,6,no,no,2
1407,4111,31,3,44,17,14,no,no,2
1408,3002,33,7,24,17,22,no,no,4
1409,3948,35,5,16,19,24,yes,no,5
1410,1142,19,12,6,11,8,no,yes,1
1411,757,16,12,6,11,8,no,yes,2
1412,1961,22,28,14,23,8,no,no,1
1413,1208,17,8,14,15,8,yes,no,1
1414,3707,37,1,52,17,26,no,no,4
1415,1065,15,16,2,11,6,no,yes,2
1416,3316,36,1,60,17,26,yes,no,4
1417,1219,21,24,14,21,8,no,no,2
1418,3320,35,1,24,19,14,yes,no,2
1419,2120,19,16,10,23,24,yes,no,5
1420,4048,33,1,60,19,16,yes,no,1
1421,2139,22,28,14,17,14,no,no,1
1422,2436,16,28,10,23,12,yes,no,1
1423,3773,39,7,32,21,22,no,no,5
1424,638,21,28,14,12,6,no,yes,2
1425,3370,34,1,40,19,20,no,no,4
1426,3932,32,1,44,15,30,yes,no,5
1427,1497,21,28,14,19,10,no,no,1
1428,2479,23,24,10,23,12,no,no,1
1429,2298,15,20,2,15,22,no,no,5
1430,3857,38,7,28,19,24,no,no,4
1431,3174,34,7,36,17,16,no,no,1
1432,3621,33,3,48,15,30,no,no,4
1433,1561,17,24,2,23,6,no,no,2
1434,2890,15,12,2,21,16,no,no,2
1435,2321,21,8,6,21,24,no,no,4
1436,3020,38,5,40,21,12,yes,no,1
1437,2771,21,20,2,23,24,no,no,4
1438,1085,15,16,2,11,8,no,yes,1
1439,941,21,16,2,11,6,no,yes,1
1440,4169,37,1,56,21,20,no,no,5
1441,1957,23,28,2,17,6,no,no,1
1442,2146,23,24,14,21,24,no,no,4
1443,936,24,28,2,11,6,yes,no,1
1444,1110,22,12,2,13,4,no,yes,1
1445,2723,22,16,6,15,12,no,no,1
1446,4076,32,5,32,23,16,yes,no,2
1447,2293,21,16,14,15,16,no,no,2
1448,1196,24,20,10,13,8,yes,no,1
1449,4138,30,3,20,21,26,no,no,4
1450,3629,33,7,40,23,14,no,no,2
1451,1894,22,24,14,19,10,no,no,2
1452,2996,15,12,14,21,24,yes,no,4
1453,650,17,24,6,11,8,no,yes,1
1454,2817,15,16,2,21,22,no,no,4
1455,1979,22,16,10,19,4,no,no,2
1456,1238,22,12,2,15,4,no,no,2
1457,2798,18,8,10,17,30,no,no,4
1458,2477,18,20,14,17,22,no,no,4
1459,2603,15,24,2,15,28,no,no,5
1460,2485,15,12,14,17,18,no,no,5
1461,1866,18,20,6,21,10,no,no,1
1462,600,19,28,2,13,4,yes,no,1
1463,872,20,12,14,13,8,yes,no,1
1464,980,16,12,2,13,10,yes,no,2
1465,2562,22,16,14,19,26,no,no,4
1466,2448,22,28,6,23,12,yes,no,1
1467,2031,19,24,14,23,24,no,no,4
1468,2159,23,16,2,23,24,no,no,4
1469,3054,39,7,44,19,12,no,no,1
1470,578,19,12,10,11,10,no,yes,1
1471,2229,22,12,10,23,22,no,no,4
1472,1194,22,24,14,11,8,no,yes,2
1473,4244,31,5,28,17,26,yes,no,5
1474,1077,23,24,2,11,10,no,yes,1
1475,4175,35,5,32,21,16,no,no,1
1476,2386,17,24,6,23,18,no,no,5
1477,3727,36,7,40,23,28,no,no,5
1478,3197,38,1,52,17,30,no,no,4
1479,1145,20,28,2,11,4,no,yes,1
1480,2968,15,12,6,23,28,yes,no,5
1481,605,16,20,10,12,4,no,yes,1
1482,703,17,28,6,12,10,no,yes,1
1483,1206,19,8,2,19,6,no,no,1
1484,2309,17,16,2,23,20,no,no,5
1485,824,23,28,2,12,4,yes,no,1
1486,2350,21,12,10,19,18,no,no,5
1487,2199,15,20,2,17,14,no,no,2
1488,952,22,8,2,11,8,yes,no,2
1489,708,24,16,6,11,4,yes,no,1
1490,3756,34,7,56,17,28,yes,no,5
1491,893,17,28,10,13,10,no,yes,2
1492,2855,15,28,6,17,18,no,no,5
1493,2665,17,12,2,23,12,no,no,2
1494,3449,34,3,48,17,24,no,no,5
1495,3572,39,1,60,17,24,yes,no,5
1496,636,17,28,10,12,4,yes,no,1
1497,2166,17,12,14,19,14,no,no,2
1498,1088,23,8,2,13,10,yes,no,2
1499,1767,20,20,2,21,8,no,no,2
1500,3489,39,7,20,15,20,no,no,4
1501,2114,23,16,2,15,24,no,no,5
1502,4302,32,1,48,19,18,no,no,4
1503,2178,18,28,14,21,18,no,no,4
1504,940,24,24,2,12,8,yes,no,1
1505,1659,20,24,14,19,4,no,no,1
1506,2625,15,28,2,19,30,no,no,5
1507,1717,22,16,2,15,8,no,no,1
1508,3740,31,3,32,23,14,yes,no,1
1509,3041,39,7,20,15,14,no,no,2
1510,4205,30,5,52,19,12,no,no,1
1511,2038,23,12,6,19,30,no,no,4
1512,3573,35,3,60,17,12,no,no,2
1513,2432,23,28,14,21,12,yes,no,1
1514,1153,15,8,6,11,4,no,yes,2
1515,1024,20,20,6,11,10,yes,no,1
1516,508,21,16,2,13,4,yes,no,1
1517,4235,36,7,32,21,22,no,no,4
1518,3009,34,7,60,15,20,no,no,5
1519,4012,37,5,52,21,24,yes,no,4
1520,2131,18,24,14,21,16,no,no,2
1521,1269,23,20,10,23,6,no,no,2
1522,3835,30,5,20,15,24,no,no,5
1523,4126,39,7,48,23,16,no,no,1
1524,2479,15,20,14,23,16,no,no,2
1525,4319,34,5,44,23,30,no,no,5
1526,1903,17,20,6,19,8,no,no,1
1527,3412,37,5,36,21,18,yes,no,4
1528,2141,19,24,2,17,20,no,no,5
1529,1456,16,12,10,17,4,yes,no,2
1530,2475,17,16,6,23,22,no,no,5
1531,1113,24,20,6,11,8,no,yes,1
1532,521,19,12,2,12,4,no,yes,2
1533,1853,17,20,14,19,6,no,no,1
1534,2076,19,12,10,15,26,yes,no,4
1535,2164,24,12,10,21,20,yes,no,4
1536,2638,19,12,6,23,14,no,no,2
1537,1890,17,24,6,17,10,no,no,2
1538,1122,21,16,6,11,4,no,yes,2
1539,813,22,20,10,13,8,no,yes,1
1540,2507,15,24,10,17,22,no,no,4
1541,3356,36,1,24,23,26,yes,no,4
1542,4297,39,5,48,23,12,no,no,1
1543,2948,19,8,10,19,12,yes,no,1
1544,597,18,20,10,13,6,no,yes,2
1545,3526,30,7,40,23,12,no,no,1
1546,1021,15,12,14,11,6,no,yes,1
1547,868,16,16,2,12,8,yes,no,2
1548,3046,34,5,24,15,12,no,no,1
1549,1118,17,20,2,11,6,no,yes,2
1550,4283,32,5,60,15,14,no,no,1
1551,1752,19,16,14,21,8,yes,no,1
1552,2101,17,20,10,19,26,no,no,4
1553,999,17,12,10,12,4,no,yes,1
1554,959,15,28,10,12,10,no,yes,2
1555,2964,21,24,10,19,20,yes,no,4
1556,2778,15,12,14,19,30,no,no,4
1557,667,21,8,10,13,6,no,yes,2
1558,2517,24,16,14,19,18,no,no,4
1559,2249,22,20,6,21,14,no,no,1
1560,4294,37,5,48,17,20,no,no,4
1561,3738,30,5,36,23,12,no,no,2
1562,2300,17,28,6,17,14,yes,no,2
1563,3788,32,3,32,19,16,yes,no,2
1564,2331,15,8,14,17,12,no,no,1
1565,1736,21,20,14,21,10,yes,no,1
1566,3251,35,7,28,21,18,no,no,4
1567,3648,34,5,24,17,12,yes,no,1
1568,2395,18,8,14,19,16,no,no,2
1569,1786,24,24,6,23,4,no,no,1
1570,1710,20,12,2,23,6,no,no,2
1571,569,19,12,6,11,10,no,yes,1
1572,2627,17,20,14,21,30,no,no,4
1573,1739,15,12,6,23,8,no,no,2
1574,2621,24,24,2,15,22,no,no,5
1575,3209,38,7,56,23,14,no,no,1
1576,3130,35,1,36,15,18,no,no,5
1577,4029,32,3,16,21,12,no,no,1
1578,3062,32,3,20,15,20,no,no,4
1579,3527,39,1,32,17,20,no,no,4
1580,3503,33,7,20,17,12,no,no,1
1581,3479,33,3,36,17,16,no,no,1
1582,1231,17,16,14,15,4,no,no,1
1583,1371,17,24,6,21,4,no,no,2
1584,2547,18,8,2,15,14,no,no,2
1585,2281,16,12,2,15,16,no,no,2
1586,2470,16,12,14,17,18,no,no,5
1587,3019,34,7,24,17,24,no,no,4
1588,3229,34,7,32,19,26,no,no,5
1589,1315,15,16,6,23,10,no,no,2
1590,2454,24,12,6,19,26,no,no,5
1591,3902,31,1,32,21,28,no,no,5
1592,2094,23,24,2,19,20,no,no,5
1593,1034,23,20,14,11,6,no,yes,2
1594,2615,24,16,14,21,12,no,no,1
1595,2121,18,16,10,21,22,no,no,5
1596,2141,22,28,2,19,30,no,no,4
1597,2524,15,12,14,15,14,yes,no,2
1598,3099,38,7,56,19,22,no,no,4
1599,2618,16,20,10,21,26,no,no,4
1600,747,24,28,14,11,6,no,yes,2
1601,1934,17,20,14,19,8,no,no,2
1602,4348,30,1,48,21,14,yes,no,2
1603,948,23,8,6,12,4,yes,no,2
1604,3339,35,3,52,19,14,no,no,2
1605,3831,34,5,24,17,12,no,no,1
1606,1397,22,16,10,15,8,no,no,2
1607,2344,18,20,6,23,22,yes,no,4
1608,2083,22,16,10,17,18,no,no,4
1609,3397,39,7,36,21,16,no,no,2
1610,4270,33,7,28,15,18,no,no,4
1611,2945,18,12,14,15,14,no,no,1
1612,2553,16,20,14,23,22,no,no,5
1613,2978,18,28,10,23,30,no,no,4
1614,1676,15,12,2,15,8,yes,no,2
1615,1035,16,20,10,12,4,no,yes,1
1616,647,21,12,6,11,6,no,yes,2
1617,3650,30,3,28,17,30,no,no,4
1618,1342,15,28,2,21,8,no,no,1
1619,637,19,12,2,11,8,no,yes,2
1620,1514,21,16,14,17,10,no,no,1
1621,2860,18,20,2,17,22,yes,no,5
1622,2009,19,8,2,15,16,no,no,1
1623,3540,32,7,20,21,12,yes,no,2
1624,2252,20,20,2,23,22,yes,no,4
1625,1518,22,12,10,23,6,no,no,1
1626,1067,20,20,10,12,4,no,yes,1
1627,1004,18,24,10,11,4,yes,no,1
1628,3945,31,5,60,23,16,no,no,1
1629,3111,39,1,16,17,22,no,no,5
1630,542,24,12,14,12,10,no,yes,1
1631,3570,33,7,32,17,28,no,no,4
1632,3728,31,3,24,21,30,yes,no,5
1633,2226,16,20,2,15,18,no,no,5
1634,764,22,8,6,11,10,yes,no,1
1635,3860,39,3,44,21,20,yes,no,4
1636,3666,31,7,60,23,14,no,no,2
1637,2660,18,28,10,15,28,yes,no,5
1638,1011,19,24,2,11,10,no,yes,2
1639,3227,37,3,56,23,28,no,no,5
1640,1778,20,8,6,21,8,no,no,1
1641,3502,32,3,28,17,28,no,no,4
1642,4327,33,5,16,17,24,no,no,5
1643,2548,20,8,10,17,16,yes,no,1
1644,3415,34,5,28,15,24,no,no,4
1645,4207,35,1,32,15,12,no,no,1
1646,2015,24,12,6,21,22,no,no,5
1647,1732,19,28,6,19,10,yes,no,1
1648,2269,19,24,10,23,18,no,no,5
1649,621,17,24,14,12,8,no,yes,2
1650,2121,16,28,10,19,22,no,no,4
1651,2349,19,8,14,23,18,no,no,4
1652,1318,20,28,6,15,4,no,no,1
1653,2355,19,24,10,15,12,no,no,2
1654,857,24,20,14,13,4,no,yes,2
1655,584,17,20,6,11,4,yes,no,1
1656,801,24,20,10,12,10,no,yes,2
1657,1394,20,24,10,17,10,no,no,2
1658,2490,19,12,14,23,22,no,no,5
1659,1290,19,20,2,19,6,no,no,1
1660,2970,15,24,14,23,14,no,no,1
1661,3153,35,7,16,19,24,no,no,4
1662,2515,18,24,14,21,30,no,no,4
1663,2068,18,12,14,21,22,yes,no,4
1664,2602,24,12,14,23,26,no,no,4
1665,4329,33,3,20,23,22,no,no,4
1666,792,19,20,10,12,10,yes,no,1
1667,2037,18,20,10,19,16,no,no,1
1668,2323,19,12,14,21,14,no,no,2
1669,2293,23,12,10,19,14,no,no,2
1670,3718,30,1,44,19,26,no,no,4
1671,1804,17,8,10,23,4,yes,no,1
1672,2617,17,20,10,21,14,no,no,1
1673,2851,18,24,14,17,20,no,no,5
1674,2575,21,20,14,21,14,no,no,1
1675,2044,16,16,14,19,20,yes,no,5
1676,2632,16,20,10,15,24,yes,no,4
1677,1023,20,16,10,11,8,no,yes,2
1678,2757,23,28,10,15,20,no,no,5
1679,2437,16,8,14,23,14,no,no,2
1680,3928,31,1,24,19,18,yes,no,4
1681,694,21,8,6,12,4,no,yes,1
1682,2769,16,12,10,17,14,no,no,2
1683,1175,15,20,6,12,10,no,yes,2
1684,2200,20,16,6,19,16,yes,no,1
1685,2386,17,24,10,21,12,no,no,2
1686,1331,18,12,10,17,8,no,no,2
1687,2661,24,28,10,15,20,no,no,4
1688,4128,30,3,16,15,24,yes,no,4
1689,1547,15,24,2,19,8,no,no,2
1690,685,17,12,10,11,10,no,yes,2
1691,2345,16,28,6,21,16,no,no,2
1692,3281,32,3,32,21,24,no,no,4
1693,3855,32,7,24,17,22,no,no,4
1694,1434,17,16,10,21,8,no,no,2
1695,503,16,8,6,11,6,no,yes,2
1696,2566,19,8,6,15,24,no,no,5
1697,4031,32,1,24,19,12,no,no,1
1698,3227,39,7,48,21,30,no,no,5
1699,1962,21,24,6,17,8,no,no,2
1700,1990,16,24,2,23,4,no,no,1
1701,2425,18,16,6,21,26,no,no,4
1702,4045,39,5,48,17,18,no,no,4
1703,4067,37,5,48,19,28,no,no,4
1704,2714,15,12,10,23,14,no,no,2
1705,614,15,16,10,13,4,no,yes,1
1706,2374,20,24,10,21,28,no,no,5
1707,3538,36,5,56,15,28,no,no,5
1708,2709,21,28,10,15,30,no,no,4
1709,3398,32,1,52,19,12,no,no,1
1710,791,22,12,6,11,4,no,yes,2
1711,2894,20,28,14,21,20,no,no,5
1712,1624,18,28,10,17,8,yes,no,1
1713,4230,34,5,44,21,12,no,no,1
1714,745,21,20,14,11,10,no,yes,1
1715,1384,20,8,10,19,10,yes,no,2
1716,4112,31,7,48,17,30,yes,no,4
1717,3169,34,1,24,23,28,no,no,5
1718,4067,32,7,56,19,20,no,no,5
1719,4116,39,1,60,19,20,yes,no,4
1720,2350,24,16,6,23,14,no,no,2
1721,4248,33,5,32,23,16,yes,no,2
1722,2035,18,24,10,19,24,no,no,5
1723,3910,34,5,48,23,20,no,no,5
1724,2977,23,20,2,19,22,no,no,5
1725,3302,35,1,52,23,26,no,no,4
1726,4308,35,7,32,15,18,yes,no,4
1727,3154,30,7,48,17,16,no,no,1
1728,2660,21,8,10,23,28,yes,no,5
1729,630,16,24,6,13,10,no,yes,1
1730,1397,22,24,14,15,6,no,no,2
1731,3565,36,7,56,19,20,no,no,4
1732,952,17,16,10,12,4,yes,no,2
1733,3715,35,1,52,15,24,no,no,4
1734,2257,21,16,14,23,12,no,no,2
1735,663,24,24,10,13,10,no,yes,1
1736,2412,18,12,10,15,28,yes,no,5
1737,2124,22,12,2,23,14,yes,no,1
1738,1373,20,8,14,21,4,no,no,2
1739,2221,20,8,6,15,12,no,no,2
1740,842,15,28,2,12,10,no,yes,2
1741,3294,31,7,60,17,24,no,no,4
1742,1569,22,20,14,19,4,no,no,1
1743,3469,30,5,20,19,26,no,no,4
1744,3600,36,1,52,15,16,yes,no,1
1745,2858,24,16,2,19,16,no,no,2
1746,2247,19,8,6,17,20,no,no,5
1747,3854,39,5,52,23,18,no,no,4
1748,3665,39,5,56,19,16,no,no,2
1749,4112,33,1,24,17,18,yes,no,5
1750,3586,32,3,32,17,12,no,no,2
1751,706,17,24,14,12,10,no,yes,2
1752,1540,22,28,10,23,4,yes,no,2
1753,1279,20,16,10,21,4,no,no,2
1754,765,21,12,10,13,8,no,yes,2
1755,1928,22,16,6,15,4,yes,no,1
1756,3757,34,3,36,19,26,no,no,5
1757,1496,15,28,10,17,6,yes,no,2
1758,2814,16,28,14,15,14,no,no,1
1759,690,23,8,6,13,10,no,yes,1
1760,1177,17,16,2,11,6,no,yes,1
1761,693,22,16,2,12,4,no,yes,1
1762,4296,32,3,52,21,20,yes,no,4
1763,1053,19,20,2,12,4,no,yes,1
1764,4340,38,3,16,19,26,yes,no,5
1765,1874,18,16,2,19,4,no,no,2
1766,3809,31,3,20,17,14,no,no,1
1767,1348,15,8,6,19,4,yes,no,1
1768,3031,30,1,32,15,20,no,no,4
1769,2608,15,16,14,19,20,yes,no,5
1770,2641,20,16,10,15,16,no,no,2
1771,2379,20,16,14,21,12,no,no,2
1772,2088,15,12,2,17,26,yes,no,5
1773,3762,32,7,40,19,24,no,no,5
1774,659,21,24,2,11,4,no,yes,2
1775,1467,22,24,14,19,8,no,no,1
1776,2566,24,28,10,15,16,no,no,1
1777,4070,31,7,40,23,24,no,no,4
1778,2618,19,28,6,15,16,no,no,1
1779,4045,30,7,28,21,16,no,no,1
1780,790,20,12,6,12,4,no,yes,2
1781,3162,38,1,36,23,22,no,no,5
1782,3074,35,7,16,19,26,no,no,5
1783,1614,22,16,14,23,10,no,no,1
1784,4298,34,3,32,15,18,no,no,4
1785,903,19,12,2,13,4,no,yes,2
1786,1951,22,8,14,21,6,no,no,1
1787,1531,19,24,10,17,6,no,no,2
1788,2482,16,12,14,17,18,no,no,4
1789,1725,20,28,6,19,8,no,no,2
1790,3851,34,3,60,19,28,no,no,4
1791,1848,16,24,14,15,6,yes,no,1
1792,3476,31,1,60,15,14,yes,no,2
1793,3043,39,3,52,19,14,no,no,1
1794,3374,35,1,28,15,24,no,no,5
1795,2433,15,28,14,19,30,no,no,5
1796,3533,30,5,36,15,28,no,no,4
1797,1921,15,12,10,17,4,no,no,1
1798,3433,37,7,44,19,14,no,no,1
1799,3089,30,1,60,17,20,no,no,4
1800,1776,19,28,6,19,6,yes,no,1
1801,881,21,8,10,12,8,no,yes,1
1802,897,24,8,6,12,8,no,yes,2
1803,1204,21,28,2,21,4,yes,no,1
1804,584,22,12,6,12,4,yes,no,2
1805,3380,32,1,32,17,24,yes,no,4
1806,2695,18,12,10,23,12,no,no,2
1807,1758,18,20,2,17,4,no,no,2
1808,3565,30,1,40,23,24,no,no,4
1809,2790,16,16,6,19,26,no,no,5
1810,2781,20,24,2,19,14,no,no,2
1811,991,15,16,2,13,6,no,yes,2
1812,1187,24,12,10,12,6,no,yes,1
1813,790,22,8,10,12,10,no,yes,2
1814,3968,37,5,24,19,26,yes,no,4
1815,1230,15,16,10,17,6,no,no,1
1816,2824,19,24,2,23,18,yes,no,5
1817,1013,18,8,14,12,6,no,yes,1
1818,1384,17,28,2,17,10,yes,no,1
1819,2057,24,8,6,23,26,no,no,5
1820,2687,20,16,6,23,14,no,no,2
1821,2818,22,20,6,17,30,no,no,4
1822,1192,17,24,10,12,4,yes,no,2
1823,1062,15,24,6,11,8,no,yes,2
1824,3895,33,7,40,15,22,no,no,5
1825,1141,18,8,14,11,4,no,yes,1
1826,3281,30,5,40,23,18,no,no,5
1827,3081,37,5,28,17,22,no,no,4
1828,1189,22,24,10,13,4,no,yes,1
1829,3995,38,5,40,15,18,no,no,4
1830,2590,24,28,14,23,20,no,no,4
1831,3410,30,1,32,21,24,no,no,4
1832,1360,24,24,10,15,10,yes,no,1
1833,2903,20,8,10,21,20,no,no,4
1834,2094,20,8,14,21,22,no,no,4
1835,3472,30,3,16,21,14,yes,no,2
1836,2684,19,28,6,21,28,yes,no,5
1837,2675,18,16,10,21,30,no,no,5
1838,3649,39,7,48,17,16,no,no,2
1839,4161,35,7,24,21,12,no,no,2
1840,3446,38,3,48,19,12,no,no,1
1841,3884,38,3,16,17,24,yes,no,5
1842,3784,39,7,56,19,26,yes,no,4
1843,861,22,16,6,13,10,no,yes,1
1844,2492,17,24,6,23,26,yes,no,5
1845,814,15,20,10,11,6,no,yes,2
1846,1605,24,12,2,17,8,no,no,2
1847,2572,16,24,2,17,16,yes,no,2
1848,3171,35,3,16,15,12,no,no,1
1849,4278,32,3,44,15,22,no,no,5
1850,1222,15,16,14,23,6,no,no,2
1851,1637,21,24,10,15,6,no,no,1
1852,3087,38,1,24,23,24,no,no,5
1853,3783,30,1,40,23,12,no,no,2
1854,1364,22,12,6,17,10,yes,no,2
1855,2133,17,12,10,19,30,no,no,4
1856,1869,15,8,14,21,6,no,no,2
1857,2487,17,12,10,17,30,no,no,5
1858,3914,38,7,60,21,28,no,no,5
1859,893,24,28,2,11,6,no,yes,2
1860,757,16,28,6,12,6,no,yes,2
1861,1734,17,12,14,21,6,no,no,1
1862,1860,15,12,10,17,4,yes,no,2
1863,1613,19,12,10,17,6,no,no,1
1864,1445,21,20,2,19,8,no,no,2
1865,1881,23,12,6,15,8,no,no,1
1866,883,22,28,14,11,4,no,yes,1
1867,3131,35,5,28,17,24,no,no,4
1868,2698,21,24,10,17,28,no,no,4
1869,3743,32,3,16,19,12,no,no,1
1870,2360,18,8,10,15,18,yes,no,5
1871,3313,39,1,28,15,20,no,no,4
1872,3690,32,5,20,19,24,no,no,5
1873,784,20,12,10,11,4,yes,no,1
1874,1690,24,16,2,23,6,no,no,2
1875,2014,17,20,2,15,18,no,no,5
1876,2378,19,12,10,15,14,no,no,2
1877,3651,37,7,52,23,18,no,no,4
1878,4019,31,7,24,21,12,no,no,2
1879,1973,21,28,2,19,8,no,no,2
1880,4122,36,3,56,15,30,no,no,4
1881,2928,23,16,6,21,16,yes,no,2
1882,1456,21,20,10,21,4,yes,no,2
1883,2244,15,28,10,21,16,yes,no,2
1884,1689,18,28,10,15,4,no,no,1
1885,3406,36,3,56,15,26,no,no,4
1886,3966,38,5,28,15,20,no,no,4
1887,636,17,28,6,13,4,yes,no,1
1888,1848,15,16,10,23,6,yes,no,2
1889,922,16,16,2,13,4,no,yes,1
1890,2848,21,20,14,21,16,yes,no,1
1891,1029,18,12,10,13,8,no,yes,2
1892,1818,16,28,14,21,10,no,no,1
1893,975,21,20,10,11,4,no,yes,1
1894,838,23,20,6,13,6,no,yes,2
1895,2956,19,8,6,21,28,yes,no,5
1896,1636,17,16,14,15,8,yes,no,1
1897,2262,17,16,6,23,20,no,no,4
1898,2447,21,28,2,23,18,no,no,5
1899,3057,30,1,52,21,28,no,no,5
1900,1804,20,12,6,17,4,yes,no,2
1901,2407,22,20,14,15,30,no,no,5
1902,1196,23,16,6,13,10,yes,no,1
1903,1998,15,12,14,21,4,no,no,2
1904,2204,16,16,6,19,12,yes,no,1
1905,2572,22,12,6,21,22,yes,no,4
1906,2754,20,8,10,15,22,no,no,5
1907,2998,17,20,10,23,24,no,no,5
1908,632,24,8,14,11,4,yes,no,2
1909,4133,31,1,20,17,12,no,no,2
1910,3271,38,7,60,21,28,no,no,5
1911,1554,18,16,6,15,4,no,no,2
1912,574,24,12,6,12,4,no,yes,2
1913,4034,30,5,16,19,22,no,no,5
1914,3037,38,1,32,15,24,no,no,5
1915,1652,16,24,14,15,6,yes,no,1
1916,2575,24,20,10,17,16,no,no,1
1917,1985,21,16,14,19,4,no,no,2
1918,593,20,28,10,12,4,no,yes,1
1919,2631,24,16,10,15,30,no,no,5
1920,1793,17,16,2,21,10,no,no,2
1921,607,22,28,2,12,8,no,yes,2
1922,3624,37,1,28,23,16,yes,no,1
1923,2570,16,8,14,19,16,no,no,2
1924,2372,19,24,14,17,26,yes,no,4
1925,1827,19,24,2,17,4,no,no,1
