structureId,sequence
5716,BBDACDAADBCDBDDCDCBABBDDDDBCCACAADBDBBCBCADCCABBADACAACDCDACCADBCDCDBBADCDBADAAAABABACADDBDDCBDABDCDDABADBCAABDBBBCACDAABADDDACCBDCDADDBDBADBBBBBBBBDACDABBABBABACDDDDABCDBDDCCCBADBDDDABABCDDBCCCBADADBCDDAA
5717,DCCADDABBDCCCBDADDBCBBADADCCBCDCBBDDCDABBBCDADBCADDBDBBBCBBBDACDDACCCBAADADBBDCCBDDBACDBCDBBCCCBDDADCDADDACCCAAAABBDBBACCAABBABDDCDCBCCBBACBACDBBCCDACBBBBCADABCBBBCCDDBCACABABDCBDACAAACCBAA
5718,BBBABBDDCAABAACDCABAACBADDCADDCBABCCACABBDABADDADBCADCADDDCBABABDBDCBDADDABADCADCDAADCCADCAABCDCCADDBDACBDBCADBCADABACACCDBBBADDBDCBCDACADDCCBCDACBDACDCBADBBBBCBDBAAADDAADCDCBBABCCBACDDCDAADDBACAABBADBCBCBACCBCCBA
5719,BDDAACCABCBBBCABCDACACDABCCDDCABDBDCBADCDCABBDADADBBDBBBDBCBBADCACDDADACDBADBBBCADBCDCCADBABBBCCADBBDDACDBBAAAACDBAAD
5720,DBCCC
5721,CBACDDACDABBAAABABBACBBBDBCCDDADABAABDCDCDCDBADAAABCABBBBCDADBABADBBCDACBACCBCAAADAADBDDDCCACDABADBABADAAABABCAADCBADCCAABCACBDADBBACAAAADBDAABAAADDBACDACDADBBCBBCCDBABACBBDBBDACCACCACBACCABAABDCDCABACADAD
5722,CBBAACBADDDBACABACCBDDAABDABBDABCCCBAADDBDCDAABDDDAADDDCCDDCCBADDACBDCDBCDCABADACDDCABDACADDADDACCCCBABCBAABBBDCBADABCBCBABAAAAADBBAABDCAABACDABACABADADBCBDDCDADACBAAAACCCDCAD
5723,DADCD
5724,CCCDBABCCDBADDBBDBACDBCABBCCACDCADDDCDBCBADABDDAACAACCACCCAADADADAADACBDDADCADDABBBCDCAAADCDABDCDBABDAACBBBCBCCBBAADDCCABCBBBBBBAAADDACBBBADADACCBBBACBACBAACAABBABDDCDBDCBBCBDACCDADABCBDBCABDACDBDBCBDCBCADACBADAABBC
5725,DCDDDCBBBDCCDCBAABBABCBDDCCABDBDBCCBDCACDBBDACBBBACBCADCCDDDCBCBB
5726,CDCCADACACBACDABACACDBCBCDCDCBDBDDBBDBCBCBADBBDDADBCDCDBCACCBBDBCAABAABBABCCDAABBCCAADBDACABAABCCCAAADDBACCACADBCADCACBAABCDCBADACBADABDCDCCBDBCCBBDAAADDABAABAABACDADBCABBDCABABBBCDCADCABBCCB
5727,ADBCBBBBDACDDACDBBBBCCAADDBCBBCDBDACBADBCBCDACAAACABDADBCDDCDACBDDDDBBABDAAABCCAAAABCDACBACAADAACBABADBADCDCCDACBCBDDACBADDCDAAABACDADDCBDDDACCDBABABCDCCBCCCCBDBBADCDCBBDBDACDDBADCACACCCBDAABDBDA
5728,ABDADACADDDCBACABDCCADBCBCBDBCAADDDACADDABAADCACACDAADBBADCDDBDDDDDBCACBBCABDDBBDAACDAADDCAAABCBCCADAAAADDBCBDACBBDBBCCBDCDBCCDABCBACDDDBDBADBDABDCDDDDCBBABACADDABBADACCBABC
5729,BBBAABABDCBDBADCBDBCDCABCCBBDDDDCBDBBDDBACCCDADCCCACBABCDCACBDDBDDCBDABCACCADCDBADDDBBABABBCCBCCACCBD
5730,DBBADABDADAACBBADCBCCCAACAACAACCADCCACBABBABBCCAD
5731,BCBBBCAABAAABBACAACBABCDBBBBAABBADDCDBBDCBADBCCABCCDAACDCBAADBDCCAABCCCBDBDBBAAABDCDDDADBBBBDCDBDCBBCCCDBDCAABBBDDCABABADDCCBABCBACCACBACBBBACDBABBCCBCAABCDADBADCAADCBDABDBBCCDBDCBCCCCABADDDADCBACAAABCDADBDCDDCCAADDDDDBAAAAAADADAABCAADCCBBCB
5732,ABAACDCBCBABABCBBBCAADBBBAACCBDDCDCBDDAADCBBABABACCBAACCBCBBABABCCCDABDBDBABCCADDBDABDBADCBBCCCACBBBACBBADACCACCADDDACCDBDCACBDDACBDDDDDCBDBCABBCAABCDBADBDBCBBBABCAADBCAABBAADBDACBBDBCDDCACCABAABBACAACCBBCCCAACADDCADACCCBDDACCDBD
5733,ADDABCBBAADBBDCABAABCDBDDACCCAACBADCBBCDDCDBBAACADAABAAACCDCABABDDBDDDBCDDBBDCBDBCCABCBBCBCACABABCBBCBADACCACABACAADCBDACDDAAAADCCDDCDBCDCACDDDDABDDBCDBBDACDCBDACDCDBDACDCBADACDDD
5734,DDABCBBBCDDCBBACDABCCCCCBBBCDADDCBDBAACACCCBADADDBABDCBDBBCCDACDDDCCACCDDCADDDCDCABBADCCCADACBCACBACACBBDBACBCBAADAAAABABBACADCCCBCDBCCACBADCADCCAABBDACCADDBCBAC
5735,DBBCDAADAADAAADCADDBCCDDCDDADCDDCDCADDBDBBBACDDBCBCBACDBDADDDCADAADDCCDACDDACDADADBCABACCBBABADDBABAAABABDACDBABBCAABAA
5736,ABBAADBDDAABADADBCDDACABBBBDBDDBBBBADCCBCDAACDDBACDBBACDCBDBCDCDADABADBCACDCCCDCADADAABCDADDDBDDDBADCAAABABDBCCBCDAABDBBAAABABCDBDBCDAADDBCBCBADCADABAADDACAACBDDCBCBCACCBACCBCBAABBADBADADBBAA
5737,BAABDACADBAAACBABDDCBADADBADADCBDDBBADCDAABDCCDCDBCBADBCCBABBBCDDDADCDACABDBCBDDBACAADBCDABBACCCCABCDCBDCDCCAADAADCCBCDDADDCCAACBCABCCBDDBADABCABCADDDBDCBDACABAABABBACBBCCBDDCACADAAADDBBCACBCDDCDCBDDAABCDBBBDBCBBBCDCBADCBCABAACADBBACBCBBDBDDADDA
5738,ACCCDACBBCAACBDCCDDBBCAAAABAAABCDCDADBBCCCACCCBBCBCDDDADBBCBACBCCCBCCBBAABCADBCABDABCCADBCADDABAABBADDDACADCBCDABBBBCAABDAACDBCCADDDCAACCDADAABBADBACBCBAADBDBAACCDCCBBCBABDBADCDABBBBDADABACCBCBCADBABBDACDCBABDCACCDCDDABAADBBBCBBCAC
5739,CBCBAABABAADDDBCBDBADBDCDCCDDCABABBABAADCABBCCBCADDBCCBADCBDADBADADACCBBAADCDCDBBDCBCCCDDDACCBDCADBBADDBCBCBBADDABDBCABBCACDDCDDBCBDBACCDDBBCABAAAAAABB
5740,BDDDACDBABBAACCAADDCCCDCCDDCBBDBADCAAACACBDAABBBBAACBBBDABBABADBCDABABDADCACCABDBDADAACACACABDABACACACACAABCBABABDCBAACDBCAADBCCDBCAADBCBACBBBBDADBCCADDBDBABBDADBADBBDAABCCBBCABBCABDDCABCBDDACCCDDABADDDAACCDCC
5741,DBCCACA
5742,DADAABACCDADBBCCCABAABDDCDBBCDCCCBCDADBBDCCBACBACCAABACDBCCCBCDBDDABABBACBDBABDBBDCDADCBBCADA
5743,AACDDABDDCDAAACCDDBDBBCDDCDBBDDDBBCDCDBBCDCBABDCCACBDDBDB
5744,CBBCDABDABBBADABDBAACAAACDAADAACBBD
5745,AAACABABDDDBDABCDDADDABCDBCBDCBACDACBBCDBDABACCDDACCAAACCABACBDCDDCCDCADBBADDDDDABDBCBBBABBDCAADBBCCAAADBDDBBBBDCCCDCDDDDBBDDACBACAADBBDABCAABBDDBBCDBADBDCADACACDBCBADDDCBCACBCCDDABBACACAADABDABBBDAAAACADCCABCDD
5746,DABCCBABADBABDCADCBBAACDCDACDAACACBBDACBCBBCCBDBCDBBAAACBADDDBDBCCCADBBDAACABCBABBBABBDDCACABCDBCBBDDDBAACDDBABDCDACDDDCCBADADCCABBDBBAAAAACCBABCCDADDAAADDDDBACDDBADCDABAADBBDCBCBBDDCBBBABA
5747,CCABCABCACCDDCDBBDCCDDBBDDDDBDADDACCDADABBBBDBADDCABCCDBAACBACBDBCCAACAABAAAADACDDBBCAADABDDBCCBCBADCDBBCBADCCACCDDBBAABA
5748,CABDDDACBDDCBABDDAACBCAADBADDACBBBA
5749,DDBBBCDABDCABCBBCADBDBBABACCCBBDDCBADDCBDDBBBAD
5750,BCDCDCCCDCDABACAAACDBABACDBDCBCCAACDACADBDADABBABBDAADCDBBBBADDCBCDADBDDDDBDBBDDDAAABBDCCDB
5751,BBCCCBDDDCDADAABDDD
5752,BDDCADCCADABCDBCDBCBDCBBDCCBBBCDBBDDCDCCBBCBBABBDBBACDDDCDCAAACBDADAAABDDAADBBDDBCBDCBA
5753,BDDACCBACACBCCDBCCBBBDDDBADADBBCCDDACADCADABCCBBBAABDBDCDCBCDADDCBCDBCDBCCDAADBCCDACBBCDBACAACDCABCCCACCAACDDDBBBDBDCBCABADDDBDCAACCDCA
5754,BABACBABACDCAABABDAAAACAAADCCBCBBABACDDCCBDACBDAABDCCDADBBAAACCBCBBCBDDCCBDCDCBACDCABDADDADBDCDAAABBDAAADDBCDDCBACAACBBAABDCCACBDDBADCDCACCDDBACADAADADAABCDCBBBBABCB
5755,DBADDDCDDBAACCAAADBBCCDACDDACACDCDBACDCDCBAACBAACBDADBABBDBABDABDDCAACDADBBDDDBADCAAAACDBDAAADDDDCBBBBCBCBBCABCDCDADA
5756,ABCBBACCCDAABCBDDADACAADBCBCBACCBDDDDAABDACCADCBCDBACDBBBDDBAACCBACDAABCCABDDBDADBDBDCCCCBACD
5757,ABCDCDAABCBACACDDAACDBCAADBCDABBDBDDBCACACAADACDCAADBDBCDABAADDAB
5758,ABAAACDAB
5759,DABCDBDDADCBACBCDBCCCACADBBABCAACABCADDCDADABBDAACAABCDDBDCBDDADBABAD
5760,CCADCCACBCABDAABC
5761,ACACBADABCDBAAAAADACABCBABBCACAAACACCAC
5762,ACCCCCDCAADDADBDACCBCBDCCDAADCCAACBABCDBDDACBBABAACCADACABDAADABBCADCADABDCBBADBADACCCBABBDDAADADCADCAAADCADDBABADBBAABDCCDAAAABDBCDDDDDACBCCDBBADAADBDCCCCDDAAAABABB
5763,DADCCADBABCDDBACCCCAADBABDABCDCDABBBDCCDDABABACABDABBBDDBABBBDDDBCCBDDBCBABDDAACCCCCACCDBDDBBCADBBBCAABDBBABBBDBDDCBCDACADBDADACDBDDBBDDDDDCDDCCDBAACBACADDBDDCBCCBAACBABABACCACADDBBDCDCBADCCDADDBDDCBCDBBDDBCCD
5764,ADDDDBCBACBABCDBBADACCAADACACDDDBDBBCDCDBBCBAAAADACDBDADBCCCBBDCCDDBAAADBCCCBDAADCDCDCDCCABCADDCCBBDBCCCD
5765,ADDDDAADCDADCCDCDCCABCBAAABCDCCBCCDCBAAABDBDDDDAADDBAADDAAADCDBBAADBABBCBAACA
5766,BCDDBADACDBBCAAABCDBADCCBDADCABBCDC
5767,BCACCABCACABDBBBCADDDDADBCDDB
5768,DABCB
5769,ADDBDACAACCCACCCAAAAAABBDBAADADDAABCACCCCAACABCABCCADDCCBDABDDCBBCABBBBBABDCBCABDAACDCCADCBABABACDCBACDBAADBBBBBDBDDBBBDBDCBBBCBDACBADCBADCCBBCABCDBBCABCDBDCDBDCACDBAADDCDBDADBCBCAAABCDBBDCADBACAACDCCCCDAAAAABABDDACCBADDBCBDBCBBCDBAD
5770,CBCDABCDADBBDBDCABD
5771,ADBAAADDACABBDDBBBACDCAAAAAABCCDAABDACABADCADDBABCADAACCDDAABBDDAAABAABDBDCADADBBCACDADDCBACCCDCBCBBDDABACCCDADDAACABCCDBACCDBADDCCBADCBDBACCACDCCBBCDBBBCADDBACDABCBCDADCBCDCBBDABBBDDAAABDBABDC
5772,BCCAAACBBADDAABCDBDCDBABBDDACADCADCBDCDBACDCACAADACDCAACBDCCDDCACBAAADADACCBDCDAACDDCCBCCACBACBDCACABABDCCABADCADDABBDABDABBACAAA
5773,CCD
5774,CBACBDBCAAD
5775,CAABCDDADCDDADBDBDACDCBDCCCDDAADBDCBBBCABCCDBBBBDDDDDBABCBAACACBCCCBADBDDCCAADABBCDCCDDCDABCBCDDABABABADBBACABCABBCBCDADACBABAACDBBCDBACCDCDB
5776,DBBCB
5777,ACBCCADCBDBCAACDBDCBCBBDBBACBBBCC
5778,DCBBCBACDBADBCBDDBBCDCBADCDCDDDBDDCBBDBADACBABDDBBDACBDABBCCCBDABBBDCBBBBDBDCDBDACABBCAAACDADDABDCCCCDBCCCBCAACDBBCCDAACDACCCDBADBCBCDDADBBAAACCCDADBADBDCCCBBACDBCBCCACCADCDBDDDCCCDBBDDDCCADD
5779,CCBCCADADCACBCBCAACDADDBDBDCACCDCDBDADBABABDDDCDDCCCABDBDBADACA
5780,CACAAADCCCDBA
5781,CACABCBBDDBDBCDDAAAAACBBABDAAADCDDBBDCAADDDBABCBBCDABAAAAADCBAADADACAACDCCDCABCDBCCBBCDDBCDDCBBBCACAA
5782,ACDABAAAACACCADDDACAACDDCABBACBBDADDCBCBDACCABAADBBCBCDBAAAAACCBDCBBDDBCCAACADBDADADDCBBDDDAAABBBABDCCBBABBBADCBACACDCCBCCDBDBDDCDBCCDCBDBCCCDBBDBDAAABDBCAABADBDBDBCAC
5783,BAADCAADBCCDDCAAAAABCDBCCAACCAABACADBBBADCBDCDAACBBAAABDDBCAAABACBDCCBBCACDDCDCDABDBBCAABBACBDBDAAADBBBABCAACDBDABDDABBADDACCACBDBACBADCDDDCBDADCCCCBDDDCAADACCBDAABCBADDCDCCBABACDDBBCDDCBACBBABBCCCCACDABBCCDABABDABBDBDBCBDBAAAACDBBBBDAADBDCDBBCCAD
5784,DDBBBBBAAADBBDDDCDBDCBACBBABACBBDDCCCBBACAACACDBDCDBBBACCABDDCABDACDD
5785,ADCDCCAABCCCDBADAAACCDBACACDDABBDBBACACDBBDAABADDDDBDDADCBDAADBBDBDDDCBBBACABAACAABDDBADABADABCCBBDBBCDDDBDACABBCAACABCBBACAACACDACBDBCDCCDDCACDACABBDACBBDCBCDCCBCCBACADADCADCCCDBABDBAABADABDCBAAADDDBB
5786,DDACDCABDBCACAABABBDCDABBBCCBDDAACDACBBABBDCDBDBCBCACABACBBDCCCBADBBCDABBACBACAAACABDCCCCDBCADDADCB
5787,DADBAAABDBDBCBDBCBDCBBDAAADDBDCABAB
5788,ACCCADBBDBDAACADDDBCABCAADCCBDADBBCBCCBCBDCCCACAABAABABCBCDDBABBAACCDDADCBCBAAABBCDACDCACCBDCBDBDADACCCBCBDBCDDACAABCCBCCCDACDABDCACADADADAACAABDDAAB
5789,BCDABACCCBCDADACDAACDCDAAACADAACADADBBBBABDDAAACCBAABADABABBCCAADCACBDBACCBBDCDABACCDBCADBDBCBDADACDDADDCCBBCBACCBDCBADCDBCCCBDDCBDCDDADCBBDABAADDDCDBDBBAABDDBDCAA
5790,DCDCBCDDABAACAADCDACDCDDDDABACCBCBBBCBDDB
5791,DAAACBCAADCDBBCDBBCDBBABBDBAAAACABDDBDBCABCBDCDCABCDBCBBABDABBDCCADCAACDDDDDBCDCDABABDBACCABDBADCDBCAACCDBADADBDDDDBCDABDBCCBDCDBCAADCDCDACDABBDABBBDCAAACDDBDDDDCAACAABBCCDDBCDCDBCDCBACDBBCBBAABCABADBACBAA
5792,ACBDBCCBABBDDACDCDBBCAACCABCBCDCDBDCAAABABAABCBBBAAABCCBABBCBDBABDDBADCADACDDABAACBBBABCBBCBDBADACBBCDAABDDCABABDAACDBCBBCDDBBBCDBDDACCACBADCCDCDCCBCCBBBBDCCCDCDDBDADBDCCBADDDCADADACCCBABBADCBDDCCCDBACBCCCBCCB
5793,DBADCBCCDCDCBBCDCBDCBBADBAAABADCDAADDCCBCDDAADCDCCABBBDBDBCACDCACADDABABCBACBDBACACCDBADDCDCBCCCBCDDABCABCDCBDDBBCDACABAABADABAABBDCCBDBCDAACAAACDCCBDBADCBDBBAACCDBDBACDBBAAAAADDCDCDCDBDACAABDDBBABADBACCBACDBCAAACACABCDCCCABCBCBDDBCBBABACBCC
5794,AADCBCDBDBBAAACAAAACABBDBBABCDDCCCBBCBBDDCDCBDBAABCCBDADCBABCBBDAAABAABBCBAADDDDCCCDADDBBDCCCCCDAABDDBDDDACDACCCADBDACDDACDDACCBBDDACCDDAACBCAAABDACCCDCBBABBCABCCCCACCBBBBCADCDDCCCABABBCDCCADBADBCDAD
5795,BCBADBCBDDBDDBBDBCACCBABDAB
5796,DCCDBAABCBABBAABDAACADCCCAAABBDCABABDADCDDDABBABABCAABBBABABCCCBABABCCADBDCDBCCCCDCACBDACBAAAAACCBDBBDCDDBDDCBBDCDABAABBCCACBDDBACDDCDDCABDDDDBCBDBAACCCABAABBCBDBCDBBBBDCBBDDDBDABDAADCACCDDCBBBDDBBBBACDABDDBCACD
5797,BCBADCDDAACDCDCAACAACAABDABBBCBCBCAACBDDBBBCBCBBDDDBBACBADBBABBDBCADBBABCCABCCDADBCCACCBABDBBCAABDCADACDBABCBCDBDCABABACBCDDBCBCCBBCACDDCCAACCDDDBDABAACBAABBABADDB
5798,CDBDBDDADACDBCDBCBCBACCCAAAACCCCBCDACBADADBACABCCCBACDBABADBAADAB
5799,CCBDDAACCCACABCABCCBDDAADDBCABCBCBBDBDDDDBDBCBBABCCDDAAADBAACBDACDACAABAACBCDDCCBDCDADCDBDCCBBBDCBDBCCA
5800,BBBBCDDACCADBDDACDBCDCDADACABCADCABACDCCDDADBBDBACCDCACABDAAAADDDBDDDCCBBCDCDACDBDDDCDDBDCDADAABCACDBDDABCBBDCCBCBACDCBDBAABDDDADAC
5801,ACCABAABCACBACACDDABACDCAACBBBDBADCADCCDDDCDDCCACACBACCBCCBBACBDBACACDDAADCBBCACCCCCADABACBBADDACDCABBDBDBDDCBBBCCBDDCDAABACDBBAAADBADDDACABCCBDCCBBDABACCCCBCBADDDBDDCBBACAADAADCADDDCBADACDBBBBBDDAADACADBBABADCDAADACACBACACAAABDCADDADDBBCBBB
5802,BDBCBBBBACACADBABAABCBDCBAACDCDCDACAD
5803,DAADADCDABCADDBACBCCBBBDBDAAABADDBBACBCDA
5804,DDCADCDBDADCDABACBBCACBCDCDDBAAABCCCDCCCAACCDBDDAABBDABCABACDCACCBADCBBCCDBCACBCA
5805,AABCDBCCABBBCDBDBDD
5806,DDADBDDBABDBAADCBADACABCDAAAABBCDBBBBBCAADDADBBDADBCCABCACBACBCABBADDCBCBCBCADDBBBACCDCCBBABAACAA
5807,ADACCCBBBBBCACCACCCACAACBACDADCCBBAACAACDDBBBDDBABDBCCBBACBCBDADDBCACBAABDBCAADACCDABACDBCADBCACCBCAABCDCCDBABCCBDBAADACDDBCDABAABDDB
5808,CDDBDCAADDCDADBCACBBDBAABBACBADBCBBCBCD
5809,ABBACCBBDBBCCBBDBADABBCBADAACCDABCACCDCDCADDDABDDBACCCBADACBDADBCBDCABBDCDDCBDCDBCBCAAC
5810,ACABAAAAADBABDADBCDCCBADABCBDBCADBDADDCCCAADDBDDCBCBAABBBBBDCBCABCABBCCACACBCDCBDDABABDCADBBBBDBDBDDAADBDBCCDDAABDC
5811,DBABCADCACDABCDCDADCCBAAACDADACDBDCBCADBCACAADBCACCBCDBABDAADBBABBDACABDBBBADBAAAADDCDDCCBCABBD
5812,ABDCAACACCCBBADCDCADADBCCAACACADDDDDDCABDCABCDCCAAACCDCCDCDAABDCDBBABBDDAACCBCBACABDBACAADCCDCADCDBCABCDAACCDDACDABCDAB
5813,CCAACBCABBADCACDCDCBDABBCABBCDBCCDBADBADCBCBCCBCCBDDACAACCBDDCBCACBBBCADDCBBAACACCBBBBCBBADDABBBDCAABDDDABBCDAAADDAADDAACDACBABACDBAABAACBABDDCCCACCBCBCDCDDC
5814,BCBBBCABAAADABCCBDCADADDBCCBAABDAAABAACBADDCDDDAB
5815,CDDDADBAABBDBBABBDCCBACABDBDCABDAADADABDBACCCCADADABABADBACBAACCCAACCCDDBCCDBBDAACBDDACAABBDCDACCBDABDCCBABDBBABAAABADDCDBCCCCCADCCCCBCCDCDDCCCAADBBCBACCBDDDBDBADDCADCCBBBDDDCDCBACBBAABBDADDDCBCDBCCBDCBCBCBDCADDCBADDDDADBACDACDDDCCACCBBCAC
5816,CDDDABACADACB
5817,CCACBACACACABAAACCDBBCABDAAABAAADAACAACBADBADBDBAADBADDDCDABCCBCDABAABADDDCCAADCDCDBCAAABADDBBCBCCBBACDBCBDADBAACBACABDCADACACBBBBCCBBBBAACAADACBDBABAAAADCAACABABCCABBADACACBBDADBDABADCBABCDBBCAAABADDDDDDBBADABBABDACACBDCACABDDDCDA
5818,DCCCCACDABCBABBABDCCDADACBDDBABAACCCBCDCDDBADBDAAADDCBDACCCBCBBDCCBDBDADBDDDCADACABCADAACDDDCBD
5819,DACBDACDCCABDDDBACCAADBDDCDCBCAAABDDCADCDCCBBDABCAADBADBDBAACCBACDAABABCCABBACCBACDDAACCBDCBCDCCCAABCABDAAADBBBABCCACCDDDBBABDDDBBDCBBABDAA
5820,BBCBDABDBDBCCBADDCBBDDBBCABBCACABCDDAACCBCCBCADBCBADADDDCBABACDCDDCADBBBABDCACACBDDCDBAABCABBACCCDBDCBCACACACCBBCDAADBBCDBBDDCAACBDDCDDCCACCDDBADDBCCCBCCCDBDDCAAADCBACABBACDCBDBBAABBBCBDACAAADCBABCAAACABDACCDBDABBBDADACDDCDADADCCBDBBDBADABCA
5821,DAACCACDBCDCCCCDAACBDDDCACABDBACDBDACDADCDBCDBADCCDDACBBADBCBAD
5822,CCBBADBCCAABADDBDABCDBAABDAABBABACAACDACCCABDADABDBACAADDBDDADDCD
5823,BADDDCABAADAAAAABDBBCDDCCBDDABBABCDCADBDBBBABCABCCBDCDA
5824,DACBABBDBDCCBACCCBADCCBAACAADDBCACBACDCABBCBDCAACCBACBBDADCBADCBBBBDDCCDDCADCCDACCAABBCBABDDDDDADCCCCBADAABDADCBCDCADAACDACDBBCDACBCDBCDDBDADAADBACCBABADDBBAACCBDAACDBDDABACBCCBAADCDCBAADBBCABDBADCADBCBDADBAABACADCCCBDDCCBADDCDCCABDBDACCCBABAA
5825,BCCBDBACCADCBCCBADDADBCAABBBCDAABBDADABCACBBBBCAADBADBDCBADBDADADCDDABCADDDABCCDACDDDBADADBBBBADBDCDBCBAADBDBBABBACDACCDADABDCDBBCADCACAACDBCDBDBBBCBDBABCDBCCACDDDCBCCDDBAABBACABAADADAABBDDBBCDBCDCCDADDABC
5826,DCDDBDAAADCAADBABBBDCADBACDAABDBDACCDCCBCABBCDDCCBDBADACABACAAABADABBBDCDBCAADBBCAADCCCBDBADBADCBBCAACBCDCCBDDCAACAACDADCBDDADDDACBBAAABDDADCBABCDCAACADDBDBDDCCDACCDABDCDABDCCCACBDABABBBCAAACDDADACCDBCADABDCCADBBBDDCCADAABADD
5827,CABDCADAACDDDBCCBABABABDAACACABACBADDDBDCBDABBBBABBCADBCCADABBCDDCDDBBACACDADCDADCCBABBDDACDDABBBDABDDABCBDBBBABDACCDAACBABDADCBBCADACAADBAADABADDADCDADCDDCCACCCDBDBAADDDBAACAAAABDACCCBCADBCBABDBBBACCC
5828,CDACDDAACDDCBAABCBDDCCAACCDBABDAABCCDDBCBDDABCAACBABACCABCBCCCCDDBCCDDCBBBBDDDAADAADBAAABABCCDBBBCBDBCBDDCCABBAADCBDAABDBACCBADDBCADACAAADCDCDAABBCABCDBADDCCAACAABCDABBDCDBCCDDBACBADCABADCBDCABACDBDBDAAADDDCDCCCCBDDCDBDAAACDBBABADABA
5829,CCB
5830,BACADBBCBACCDABBADBDACDAAAABACCCDBBAADBADDAACCDABABDDCCACAABC
5831,ABCADACBDACCDDDCDDCCDAAACDDACCCAADDCBCDCCBABBBABBABBCADCADCDDCAACDABABDCDBBBBCDBDCCDACCBCBABDCDDBACCBCCACCCCDCCCADACDDDDDDAADDCACBAACDDDDBBDADDCABBAAADAABBCCDDADBBCCBDABACAADADBDDAAABBDABCCADDCABCCBABBDBCCBBCBDADBDCADBACDDBDD
5832,BAABABCBDBCAADACADBDCCADCCDCDAACCDCDACDCABCDDADACADDDDACBBDABCADBCAACDDBADCDBACCADBDDACDBDCAABDACABCADBCACBBDBBCCADAACAADABBDCBCDCCDCCCCBCDDBBDACACDDDBCBBACAABDDBDBBCACDCB
5833,AABAB
5834,BBBADAACBBACBCBBCCABBDBDDCBAABDABBAACDBCADABBAABCABDCCBDDDBAABDCCBAACDCAACCBDBCDBBADCABCCAABBDDDBBAAACDAADDBBAABDDCCBAACDCBBBAAABBACBCBAADCDCCDBBBCBBADDBBAADDDBDAADBDBBCDBAADDBBBDDCACADADCBDBCCBACBABCBADCCABBCABDCABDBAADDCDCDADCDCABDADABACBABBDCCACDCAAD
5835,DCABCBDCADAAABDBCDDBBBDADACCACDDDBDBBCBAAAABADABCBCBAADACBABAACCACADDBCABBABBBBAAABACDBDBDCBDBDBDBABBDCDAADABCACCCCCADCBDDDDDDCAADCCCBBACAABDCDCCDADCBBDADBDCDAADDCBBDADCBDBBBCCDCDBBCBDDDCACCABBABBCCDDDBDDDDAAABADDAACBCBCC
5836,BBDBCACCACCABBAAAAACDDCADCD
5837,ABABDCCBABDBADCACDAABBABCCBAADCCADACACBADBDCAABCAAA
5838,DCBADACDDBAAAAACCBBBCBCCACBCCCACADDABCCBCBDDBACACACCCCADBCBCABC
5839,CCCCCBDAABADACBCCDBABABBCBDBDBABDDDABCBAACBDDBCCCDCCCBAABACDDBCBADDDBCCDBCACBDBBCABCAABABAACDBACCCCCCBABACAABADCBBACAACADADBBADCCCDADBDDAAABBAABDBABBBCCCABBDCBDACACBAAADDABDDDBBCC
5840,DBBAAAABDCBCADCAADDADCCCA
5841,ACCDACAABAACCDCCBCCBBBACDCA
5842,DDBAACCBDABBDCACACADDBDDDBAADCBCDDDBCBDCCBCADABABCDCACCAACBADCBCBDCDCACADBCCCACBDADADADCBDCABCDCABBBBACCCDABBDABDDCBDBADBACBBABCBCBBDCCCBBDAACCDBCAAC
5843,BCDDBBBDBBCADABCACCDBCCBBCDABADDDACDCBCCCDDCACADCDCAABBCACC
5844,CAADDACAACCBDBABDAAACDBCCAAAABBDCDCCBDADABADBBBDBDACABCBBDCDDBBDBAAADADCADCDDBCCBDBCBADCBBDCCDABAAACCADDADBCCADDAAABDBAACDBDAAACCBCDCCBCBAADABCDCDABCBCBCACDABDAACADADDBDDBACCBCBAAADBADACCBCCDBACDACDCABDBDDCBABCCBDCBBDDCBBBCDDBBBBACBABDDABBCBABDBDB
5845,BBDACCCDBAADACCABCABBBBDDBDDCDACCCCBACCCBDCACABCACCCACCACCBBDAAADBBCCBBBABBADBACCDCBABAAADBAACAACCDDABBDBCBDBDDDABBDDADDBCBCDAAADBCBCAACABDCADDBDCBBDACADCCCBBDBAAA
5846,CCCBCCDCACDCDDBAACBACBACCCDCBACBDAABCBAAABCADBBACBACADCDACBCCCACCBDAAAAADBAAABBACCBACCADBABBCDBBCBADBCBCDBCCBABCABCBBDCDBCBDADDACADDCBBDDADDDDAAACCCCDDACDADAABCCBDDABDAACCCBDAABCABCAADBCBCCDCCABADCAAAABACDAADCDAABCBCCDDDABDBCBCDCCCBA
5847,BDDCBBBABCBDABAABBAABAADAABDADCABDCCDADADACCBDBCDDDAAADADDDDBABBA
5848,AABCABDDDBCBACCBBDCBCBADADCBDACDDDBCCCCABAAADCDBDCCCABBDAADDADBBDDDCBDBAADBCABCCCABAACDCCBDADDBADBBBDCCAABCACDBACBADBBAABADBDCBCCCCDDCB
5849,BDBADABBDBDACDDACDBBACBBDCCBBBABDDBABDDBCCDBDCDCBACACCBCDBCCACCDCDAACBBCCADBBADDDDAACADBDCDBBAADDCBDCCCDBABCCDCCADCBABDBBCBBAAAADBDCCDDBCACCCBACBBCAABBBAABCBBBBCDCCCAABCBCBCBCCAACBDACBBDCDBDADCBCCAADBBBA
5850,ACBAAADACABBCCDADBABADAADDDABCBCDBAAACCBABDCDCBCDBDABBBDDCBBDBBCBAAABCDBDABBBDBAA
